sent_id,text,distance,root_lemma,root_surface,root_idx,n_tokens,surprisal_small,surprisal_medium,surprisal_large
train-s6037,東日本大震災を機に、ライフスタイル全般を見直す女性が増えているという。,11,言う,いう,19,20,2.998046875,3.111328125,2.29296875
train-s6039,30台が製造され、慶應義塾大学などに納入された。,6,納入,納入,13,17,1.1953125,0.409423828125,0.252197265625
train-s6040,"犬猫に許されている権利が,人間には許されていません。",4,許す,許さ,13,19,5.673828125,3.3056640625,5.3515625
train-s6041,2007年6月18日にトランスメディア社発行・オウトグラフ社編集で創刊され、毎月1万部の高ペースで部数を増やしている同誌は、海外セレブのゴシップ、ファッション、ビューティー、ライフスタイルなどを扱っている。,13,扱う,扱っ,50,53,4.3125,4.7890625,6.06005859375
train-s6042,代わりにフランスはロレーヌを譲受した。,2,譲り受ける,譲受,7,10,11.0546875,11.0,15.85546875
train-s6044,様々な姿形の電信柱が通り過ぎる中、やがて彼らに号令をかける老人が歩いてくる。,12,歩く,歩い,20,23,6.51953125,5.453125,9.15625
train-s6047,"“協助”により2対1という簡単には逃げられない状況を作り上げ,勧誘員はその場のヘゲモニーを握ることができる。",10,握る,握る,29,33,5.41015625,6.921875,4.796875
train-s6050,1927年には、シュヴァイツァー後援会を設けて、事業を積極的に支援した。,8,支援,支援,18,21,2.333984375,2.865234375,1.6845703125
train-s6051,友達に美容室を紹介してもらいました。,2,紹介,紹介,6,12,3.626953125,2.587890625,5.1875
train-s6055,作者の故郷である新潟県が舞台となっている。,4,成る,なっ,11,14,1.6455078125,14.79296875,2.638671875
train-s6056,1コマ55分の6限授業、土曜日講義「樟樹セミナー」、東大・阪大との連携によるe-ラーニング「金曜特別講座」を導入している。,2,導入,導入,35,39,7.68359375,6.4375,5.1640625
train-s6058,寺伝によれば、空海がこの地を訪れ阿弥陀三尊を安置し、円仁が庵を結んだという。,16,言う,いう,25,26,1.880859375,1.7880859375,1.287109375
train-s6061,何度も何度も電話をくださったり、連絡をまめにくれるので、安心できました。,10,安心,安心,20,24,2.548828125,2.48046875,3.490234375
train-s6063,襲名披露興行における『仮名手本忠臣蔵』の大星力弥で文部大臣賞を受賞した。,2,受賞,受賞,21,24,1.77734375,1.306640625,3.23828125
train-s6064,"側面は3扉化に伴って窓配置がd1D3D3D1となったほか、客用扉幅が1,300mmに縮小された。",11,縮小,縮小,34,38,2.591796875,3.25390625,3.7578125
train-s6068,西区内のコインパーキングに駐車した後、港区内で酔った状態で自転車を倒すトラブルを起こし、酒気帯び運転が判明した。,8,判明,判明,33,36,3.34375,2.62890625,3.48828125
train-s6070,"上記で紹介してきたように,新健康協会は“健康新聞”で,浄霊を受ける人たちに“病院にいかない”“薬を飲まない”ことが好ましいことであるかのような情報を載せています。",22,乗せる,載せ,51,55,2.6640625,5.1484375,4.2421875
train-s6071,代謝については動物種による違いもあることから、ヒトの薬物代謝酵素遺伝子を導入した組換え菌を用いる方法も検討されている。,9,検討,検討,33,38,1.6044921875,2.134765625,1.619140625
train-s6075,彼は防護フェンスに接触し、頭を切り取られていたのだ。,2,切り取る,切り取ら,11,18,12.00390625,14.21484375,17.24609375
train-s6077,昨年11月から年末にかけて行った創業60年記念セールも、売上高や来店客数を押し上げた。,2,押し上げる,押し上げ,24,26,10.1416015625,6.484375,7.986328125
train-s6078,ただし、日本文化に特有の事象であるが、道具として極めてシンプルであるため、使う者の知恵・技術水準が実用レベルと直結する。,4,直結,直結,34,36,3.82421875,4.296875,2.166015625
train-s6079,佐助はひょんなところから陰謀の渦中にあった小藩の家老の娘・お市を守ろうと、京の町へとやってきた。,10,来る,き,30,32,3.765625,10.515625,4.73828125
train-s6080,すっきりして、仕事がよりはかどります。,3,捗る,はかどり,8,10,5.86883544921875,22.111328125,14.663833618164062
train-s6081,キャラハンは、感情的混乱を取り除くためには、経穴を正確な順序でタッピングしなければならない、とする。,12,為る,する,27,28,4.50390625,6.44921875,5.13671875
train-s6085,本作では、通常であれば投入した少女と良好な関係を構築することが当面の目的となるため、おのずと時間を共有することがかなり大切になる。,22,成る,なる,39,40,0.68408203125,1.166015625,1.072265625
train-s6088,トラックはトレーラータイプで運転手は周囲を確認せずに道路に進入した疑いがある。,10,有る,ある,22,23,1.6572265625,1.5146484375,1.3076171875
train-s6089,650の写本だけが残り、現在はハンガリーや他のヨーロッパ諸国の図書館に保管されている。,13,保管,保管,20,25,2.48046875,2.21484375,1.8017578125
train-s6090,だが、子どもが家族から引き離されたつらい疎開の日々を、機会があればぜひ語り継ぎたいと考えている。,18,考える,考え,25,28,4.6875,5.2421875,4.63671875
train-s6093,"そして,荒川に生えているヨシという植物を使う案が採用されました。",5,採用,採用,16,21,7.1015625,9.1953125,4.71875
train-s6096,54分、岡田氏が出た。,2,出る,出,7,9,10.015625,12.21875,7.765625
train-s6097,"数時間後,海老澤代表から絵文字満載のメールが来た。",2,来る,来,14,16,2.8046875,1.8916015625,2.759765625
train-s6098,スポーツを頑張っている子供たちにランクをつけるような言動ができるのでしょうか?,12,出来る,できる,16,20,8.2265625,8.703125,6.05859375
train-s6099,以前、ほかの教室で習っていましたが、わからないところだけを聞きたくて受講しました。,4,受講,受講,22,26,4.69140625,4.8125,4.62109375
train-s6102,具体的には、Oracle EBSのサポート期限が切れたままだったり、アップグレードがされないまま運用されていたりした。,13,為る,し,30,32,2.978515625,5.01171875,4.93359375
train-s6103,審査員は拍手でこれを迎え、ディレクターも同意して特例措置で仮イカ天キングとして残る。,11,残る,残る,24,25,7.8515625,6.328125,8.171875
train-s6111,県警が事故原因を調べている。,4,調べる,調べ,6,9,0.1826171875,0.30810546875,2.146484375
train-s6114,最速157km/hのストレートが売りで、他にチェンジアップ・カーブ・シンカーを持ち玉とする。,10,為る,する,23,24,1.5107421875,1.8798828125,3.486328125
train-s6115,日本と台湾には現在、双方の2社の航空会社が計週233便の旅客便を運航している。,6,運航,運航,24,28,0.12054443359375,0.3017578125,0.6376953125
train-s6116,それでも上陸したイギリス軍海兵隊の数人が戦死し、あるいは負傷した。,5,負傷,負傷,19,22,3.5859375,2.642578125,1.765625
train-s6118,"“青年指導者フォーラム”は最後に平和大使を任命して,閉会した。",4,閉会,閉会,17,20,4.10986328125,6.49951171875,4.05078125
train-s6120,このような詭弁を本紙は認めません。,4,認める,認め,8,11,4.65234375,6.40234375,5.8984375
train-s6121,入隊の切っ掛けは十数年前の大震災で祖母を亡くし、その体験を聞かされ続けられてきたから。,8,続ける,続け,22,28,12.2265625,7.00390625,5.8359375
train-s6125,剣はさっぱりだったが、修行を重ね腕を磨く。,5,磨く,磨く,13,14,1.606689453125,3.21484375,2.533203125
train-s6128,50名を越す研究員が雇われ、生命に対する多角的な研究に従事している。,13,従事,従事,19,23,5.97265625,4.6640625,4.94921875
train-s6129,"特に存命中の人物の霊言は,そういった問題性が強いと思います。",4,思う,思い,18,20,6.2421875,19.46484375,4.9375
train-s6132,当初は小鳥遊のクラスを軽視していたが、段々と理解を示す。,8,示す,示す,18,19,4.87109375,2.697265625,2.90234375
train-s6134,郡の東には山々が山脈を作っており、頂上がたくさんあることに由来するといわれる。,14,言う,いわ,23,25,4.921875,16.8984375,5.3359375
train-s6136,"数千票の得票数で当選が可能な地方の市議や区議に狙いを定めて,多くの信者議員を輩出していこうという戦略が見て取れる。",24,取れる,取れる,37,38,1.2373046875,0.6474609375,2.955078125
train-s6137,当時、ジョン・サージェントが会長兼CEOを勤め、息子が出版部門の副社長を勤めていた。,11,勤める,勤め,21,25,0.65380859375,2.146484375,2.367919921875
train-s6138,さらに、都市の諸計画の他にも、高速道路建設から郊外と都心部とを結ぶインフラストラクチャー整備などにもつとめる。,5,努める,つとめる,28,29,11.921875,13.41796875,12.859375
train-s6143,後にほとんどの時間がJ-WAVEの番組を占めるようになっていった。,8,成る,なっ,16,20,6.984375,13.87890625,6.21484375
train-s6145,アメリカでは、SP、フリーともに3回転ルッツ-3回転ループを決め、ノーミスの素晴らしい演技を披露する。,8,披露,披露,26,28,6.12890625,1.376953125,1.9453125
train-s6146,しかし例外として2003年から2005年にかけての特集号の表紙はプレイメイトではなく、同じ号のセレブリティグラビアに登場しているセレブリティが掲載された。,2,掲載,掲載,38,42,8.171875,6.80859375,6.62109375
train-s6148,これが司令部大隊となり、コノリーとともにトム・クラーク、ショーン・マクディアマダ、ジョゼフ・プランケットそして臨時大統領・最高司令官のパトリック・ピアースの4人の軍事評議会のメンバーがここに集まった。,25,集まる,集まっ,47,49,4.375,3.73828125,1.482421875
train-s6155,M28は1960年代初頭まで運用されたのち、M31HEATおよびM72LAWの組み合わせによって更新され、アメリカ軍での運用を終了した。,2,終了,終了,37,40,4.1796875,2.1328125,1.6923828125
train-s6158,驚いたことに、平均的な顔を得るのにそれほど多数の固有顔は必要としない。,12,為る,し,23,25,0.6572265625,2.677734375,3.54296875
train-s6159,またジョイスは『ダブリン市民』を執筆中、この連作集のタイトルを『ダブリンのユリシーズ』にすることも考えていたと述べている。,17,述べる,述べ,32,35,6.43359375,4.84375,5.77734375
train-s6162,機体にはパラシュートが8基搭載されている。,3,搭載,搭載,8,13,6.03515625,1.38671875,2.923828125
train-s6163,身体のラインが気になりPMKサンに行ってみました。,7,行く,行っ,13,18,2.66015625,14.1943359375,4.01953125
train-s6164,機体は、ジェットエンジンが十分な推力を得るまで、ロケットブースターで加速する。,10,加速,加速,17,19,4.6484375,2.521484375,1.1611328125
train-s6165,"ナチス・ドイツのポーランド侵攻時には、ポーランドに約2,700,000人いたドイツ系住民のうち25%がドイツに直接指揮監督された何らかのドイツ人少数民族組織に所属して多くが第五列活動に関わっておりそのうち82,000人が悪名高い自衛団の構成員だったと推定されている。",28,推定,推定,78,83,5.70703125,9.078125,4.70703125
train-s6166,気が利かない。,2,利く,利か,3,5,5.287109375,6.28515625,7.740234375
train-s6168,なお、堺市の町名には「○丁目」の「目」がつかない。,2,付く,つか,18,20,3.578125,9.35546875,3.90234375
train-s6169,解決に向けた話し合いや発表会、特別発表も行われ、参加者らは活動の枠を超えて考えを分かち合い、今後の活動へ意欲を見せていた。,13,見せる,見せ,36,40,4.859375,16.0390625,1.599609375
train-s6170,"許可を得れば取材可能のようだったので,藤倉は“フリーライター”の名刺を出して撮影許可を求めましたが,とくだんどこかの雑誌で掲載する予定が決まっているわけでもなかったため,それを理由に断られました。",38,断る,断ら,57,61,1.048583984375,4.37841796875,1.6953125
train-s6171,能登線甘田駅-大島駅-能登高浜駅線路跡のサイクリングロードが駅跡の部分だけ広くなっている。,7,成る,なっ,23,26,1.8388671875,10.2265625,0.94970703125
train-s6172,次いでスタニスワフ・ニェゴシェフスキの1584年の作品「ピョトル・ミスコフスキのために~ヤン・コハノフスキのエピグラム~」ではコハノフスキが42歳で没したと公表している。,6,公表,公表,35,39,6.484375,9.0859375,7.45703125
train-s6173,1963年に2本目のカール・ヘフナーを購入後は、コンサート時にスペアとしてバックステージに待機させていた。,10,待機,待機,25,31,3.90234375,6.3359375,3.046875
train-s6180,その白玉部屋も、翌年に親方が亡くなり消滅、弟子たちは八角部屋に引き取られた。,8,引き取る,引き取ら,19,22,5.5830078125,6.046875,7.61474609375
train-s6183,"しかし那須校にも放射性物質が降り注ぎ蓄積していることは,県の調査によって決定的になりました。",13,成る,なり,27,30,2.9921875,12.0859375,3.0546875
train-s6186,"実際の生活費は,私の友人,知人に個人的に援助を受けて生活してきました。",4,生活,生活,20,26,2.271484375,2.263671875,1.501953125
train-s6187,場所は宗桂寺の境内であったが、大雨の中でも中止せず二人は目隠し将棋で屋外での対局を続けた。,2,続ける,続け,30,32,0.841796875,3.056640625,0.51806640625
train-s6188,26日発売の風は吹いているの初回限定盤を古本市場で予約できました!,4,予約,予約,18,22,4.140625,3.62109375,4.11328125
train-s6189,"何をやってもよい,売春反対に向かいさえすれば。",8,為る,すれ,13,15,0.10992431640625,5.2578125,0.467529296875
train-s6192,415個、765個とカウントした際は有野がそれにちなんだセリフを言う。,8,言う,言う,20,21,2.609375,1.3017578125,1.2021484375
train-s6195,住宅街の中にありながら本格的なお料理をいただきました!,2,頂く,いただき,14,17,5.400390625,19.501953125,9.203125
train-s6198,"大学を卒業してからまた大阪に戻り,5年間日本で暮らしたそうです。",11,暮らす,暮らし,16,20,2.8515625,4.36328125,2.931884765625
train-s6199,金沢中央クリニックの特徴は院長先生が常任しており施術からアフターケアまで一貫して行っているという、安心システムを取り入れてます。,14,取り入れる,取り入れ,30,33,7.35546875,13.2109375,8.4375
train-s6201,1999年末、病院を訪問したスロバキア人医師が偶然トマと面会し、トマが発する言葉がハンガリー語であると判明した。,18,判明,判明,30,33,4.97265625,3.853515625,4.9765625
train-s6204,ただ人が良すぎる性格であり、他人の妬みに疎かったり、策を強く推すことができなかったことが、ガルハサンの敗因につながった。,23,繋がる,つながっ,33,35,7.95703125,18.935546875,6.26953125
train-s6205,民主党県連は15日、新潟市内で参院選に向けた選挙対策本部の会合を開いた。,2,開く,開い,23,25,1.2744140625,9.7734375,1.119140625
train-s6207,資材コストの上昇が理由で、運賃請求時に課金する。,6,課金,課金,13,15,7.6484375,9.46875,8.796875
train-s6213,お昼からしゃぶしゃぶを食べました!,2,食べる,食べ,6,9,1.6240234375,4.59375,3.458984375
train-s6214,チラエフの父親は、国際犯罪組織との関係が疑われている。,2,疑う,疑わ,13,17,1.5380859375,2.7490234375,1.976806640625
train-s6216,明大はいずれもストレートで勝利し、ベスト8入りを果たした。,2,果たす,果たし,14,16,2.86328125,25.6796875,4.0234375
train-s6219,"マンガの中には,大川隆法総裁という信仰対象についてだけではなく,幸福の科学の信者に対して配慮を欠いた箇所もありました。",6,有る,あり,36,39,3.310546875,5.15625,3.603515625
train-s6221,この機会に、ぜひガマニア経由で「コズミックブレイク」をお楽しみください。,2,楽しむ,楽しみ,15,17,1.3515625,4.6875,1.55859375
train-s6222,またケース左側面にはヘッドセットをかけておけるホルダーも備えている。,6,備える,備え,14,17,3.486328125,3.22265625,4.296875
train-s6224,通常、移植腎は手術後血管が吻合されると速やかに尿を生成し始めるが、移植腎の虚血により尿細管の細胞が壊死を起こしていた場合、尿が出なくなることがある。,27,成る,なる,46,50,0.91796875,4.16015625,3.33203125
train-s6226,各教派の間では、それぞれが伝統の中で培ってきた聖書の解釈の違いや聖書に与える権限の大小によってキリスト教徒の定義に差が生まれている。,27,生まれる,生まれ,41,44,3.873046875,11.671875,3.28515625
train-s6232,続いて新郎新婦は腕を組み指輪交換をする霊物交換儀式を行う。,8,行う,行う,17,18,2.841796875,3.9296875,3.033203125
train-s6233,"このような形で,ホームオブハート被害者の皆様や紀藤弁護士らのすべての関連裁判が,完全勝訴的に終止符を打つこととなりました。",6,打つ,打つ,34,40,0.8726806640625,1.1611328125,1.435546875
train-s6236,また、自分と同世代が楽しめる上質な音楽も減少傾向にあると感じていた。,11,感ずる,感じ,18,22,1.4326171875,3.689453125,6.00390625
train-s6237,"記者に対しては,情報を報せたことについて礼を言われた。",8,言う,言わ,17,20,5.203125,11.04296875,2.62890625
train-s6239,合併後、2011年までは旧町域に都城市の地域自治区「山之口町」が設置され、2012年以降は都城市の地名として残存している。,10,残存,残存,37,41,4.55078125,7.29296875,6.48046875
train-s6242,さらに、カメラが周囲の明るさを検知してノイズを抑えながら、ISO感度を高めに自動設定する「ローノイズナイトモード」や、撮影意図に応じて、ノイズ低減処理の強さを変更できる「ノイズ低減フィルター」、暗い場所などでシャッタースピードが遅くなった場合に発生するノイズを低減する「長秒時ノイズ低減」などを備えている。,49,備える,備え,81,84,3.78515625,3.791015625,2.86328125
train-s6243,なお掲載されている各コーナーの放送時間は番組の進行等により若干の変更がある。,2,有る,ある,23,24,1.9140625,0.77880859375,2.609375
train-s6244,このプロジェクトは2006年、Brian BrazilとPaul O’Malleyが立ち上げたもので、0.85リリース後、フリーソフトウェア財団の支援を受けるようになった。,13,成る,なっ,33,35,5.375,20.76171875,2.08203125
train-s6245,基本構造は従来のS型を引き継いでいるが、フロントバンパーとリヤフラッシャーがE-IIに準じたものへ変更され、フロントガラスが拡大されている。,18,拡大,拡大,35,40,4.484375,5.51171875,5.65625
train-s6247,"終了後,文藝春秋本社ビルを南に下った先,清水谷公園で集会をする信者の姿があった。",16,有る,あっ,25,27,1.806640625,2.1953125,1.9931640625
train-s6248,親方衆が情報漏れを懸念していることも考慮し、アンケート用紙は外部機関が集計した後に破棄する。,18,破棄,破棄,27,29,5.62890625,5.62109375,5.5
train-s6253,2005年にメンバーが増員された頃には既に脱退している。,7,脱退,脱退,14,18,5.81640625,8.2109375,4.19140625
train-s6254,アルバムタイトルは前作『アンダー・ロック・アンド・キー』製作中に録音され、ドッケンがタイトルを気に入っていた作品から付けられた。,10,付ける,付け,33,36,2.62890625,8.8125,3.6015625
train-s6255,中日・山本昌、巨人・宮國の両先発投手は共に制球が不安定で互いに失点を重ね合うが、中日は同点に追いつかれはしたものの一度も巨人にリードを許さず、ソーサ・小林正・武藤・岩瀬の救援投手陣が無失点で繋いで最後に勝利をものにした。,40,為る,し,73,75,0.35986328125,1.4736328125,0.09600830078125
train-s6256,彼の前に、ある日突然、双子の妹と弟が現れた。,2,現われる,現れ,16,18,4.71875,8.234375,2.1640625
train-s6259,経済活動人口の70%以上が農業に従事している。,4,従事,従事,11,15,1.2734375,3.931640625,1.0908203125
train-s6261,太平洋戦争後廃社となり社殿などは破却されたが、社殿の柱や鳥居、燈籠などが今も残る。,4,残る,残る,28,29,2.078125,2.1796875,3.037109375
train-s6262,海や山に囲まれた地域の条件を生かし、地域との連携で漁業体験やクリ拾いなどの体験などの学習をおこなっている。,15,行う,おこなっ,30,33,4.7919921875,14.2978515625,8.46875
train-s6264,"被害者の勝訴的和解は,HOHが自らの反社会性を認めたことを意味する。",10,意味,意味,21,23,5.05078125,3.9296875,1.294921875
train-s6266,歌舞伎町を封鎖したミヤジは総理大臣を人質に、歌舞伎町の治外法権を認めるよう要求する。,15,要求,要求,21,23,1.1279296875,0.434814453125,0.61279296875
train-s6268,必要に応じて塩で味を調える。,2,整える,調える,9,10,1.29833984375,6.0703125,0.833251953125
train-s6269,しかし、菊川町対小笠町という対立を避けたいとの意向を示し、市長選挙では菊川町の町長太田順一を推し、自らは身を引いた。,18,引く,引い,37,39,0.137176513671875,0.90625,0.7188720703125
train-s6270,英政府筋が明らかにした。,4,為る,し,7,9,0.791015625,2.923828125,0.391357421875
train-s6274,血液は生命を象徴するものとして洋の東西を問わず多くの単語や慣用句に含まれる。,18,含む,含ま,24,26,7.05078125,13.81640625,8.234375
train-s6276,乳児の身体中には和紙製の“御霊紙”が貼ってあったという。,4,言う,いう,21,22,2.453125,2.533203125,2.65625
train-s6277,"自宅の他に東京都新宿区や杉並区の路上で待ち伏せされるなど脱会直後からストーカー行為を受けた被害女性は今年1月13日,警視庁荻窪署に告訴状を提出した。",11,提出,提出,44,47,2.4453125,0.7197265625,1.7763671875
train-s6281,その後はリオ・ブランコ男爵の尽力などもあり、ギアナ三国、ベネズエラ、コロンビア、ボリビアなどの周辺国からアマゾンの辺境地を獲得することに躍起となった。,8,成る,なっ,39,41,1.8125,14.08984375,2.017578125
train-s6282,昭和3年から平成22年までの流行の楽曲を全てチェックすることもできます!,7,出来る,でき,19,21,1.6201171875,3.177734375,6.640625
train-s6289,普段は都内でホームレス生活をしている描写がある。,6,有る,ある,13,14,1.427734375,2.25390625,2.34765625
train-s6290,中間発表で合格した人のみが、後半のグループワークに参加できます。,6,参加,参加,16,19,2.84765625,1.9267578125,1.77734375
train-s6294,地元飲食店経営者が山鹿市に来るお客さんをもてなす料理として地元産の馬肉を使ったカレーを開発した。,18,開発,開発,29,32,4.24609375,2.673828125,3.271484375
train-s6297,片側1車線が確保されているなど、県道172号の分断区間を結んでいることもあって林道としては高規格な構造となっている。,16,成る,なっ,36,39,1.2578125,16.82421875,1.3193359375
train-s6298,"ところが招聘主であり現地主催者である仙台仏教会は,地元の各仏教会所属の寺の檀家に入場パスを無料配布したのみ。",2,配布,配布,32,36,0.2232666015625,0.1864013671875,0.398193359375
train-s6299,車内での携帯電話の使用や化粧、飲食など、他人に迷惑をかける行為をイラストで示し、多くの人が地下鉄を快適に利用できるようマナーの向上と理解を呼びかけている。,24,呼び掛ける,呼びかけ,43,46,3.037109375,5.0390625,5.814453125
train-s6304,「生田君は、大変今後が楽しみ」と褒め返し、場内を沸かせた。,7,沸く,沸か,16,19,1.033447265625,1.40576171875,2.2101104259490967
train-s6305,現場から300メートルほど離れた場所には野向小学校があり、きょうは児童全員が教職員の付き添いで集団下校しました。,11,下校,下校,27,31,2.2610931396484375,0.054534912109375,0.0675811767578125
train-s6306,またヘッドラインの時は、タイトル左側の囲みにメインキャスターの顔がアップで映されている。,4,映す,映さ,19,23,5.51953125,5.8798828125,5.0556640625
train-s6307,置賜地方は血縁関係のある伊達氏の支配下にあり、迂闊に手を出せないことから北進し、庄内地方の制圧を目指した。,12,目指す,目指し,32,34,3.48046875,9.330078125,4.3203125
train-s6308,FMチューナを搭載する。,2,搭載,搭載,4,6,14.65625,3.259765625,10.21875
train-s6309,1984年からはWWFに主戦場を絞り、ティト・サンタナとインターコンチネンタル王座を巡り名勝負を繰り広げる。,10,繰り広げる,繰り広げる,24,25,2.48828125,1.5087890625,1.515625
train-s6314,小学3年生の時に家出した際にイレーネと鞠也の世話になっており、イレーネを「人生の恩人」として敬愛し、鞠也に深い憧れを抱いている。,13,抱く,抱い,41,44,1.255859375,4.26171875,0.418212890625
train-s6325,大学4年時に出場した神宮大会東北地区決勝では、東北福祉大をノーヒットノーランに抑えた経験もある。,8,有る,ある,30,31,2.42578125,2.251953125,0.7734375
train-s6327,以下のことから九州から王権が移動しヤマト王権が確立したのは7世紀末であると考えられる。,10,考える,考え,25,27,3.07421875,3.498046875,3.046875
train-s6328,彼女の死が武幻の復讐への引き金となった。,8,成る,なっ,12,14,1.21484375,15.369140625,1.6064453125
train-s6329,1枚のチラシを見せてきました。,2,見せる,見せ,6,11,7.30859375,17.3671875,8.9765625
train-s6330,また、彫刻家を兼ねることもある。,2,兼ねる,兼ねる,6,10,9.1328125,11.01953125,6.7744140625
train-s6331,ランビとスコークスが戦った。,2,戦う,戦っ,5,7,6.203125,10.046875,6.55078125
train-s6335,日本テレビでの再放送ではクレジット表記を修正した動画で放送している。,6,放送,放送,17,21,3.88671875,8.75,8.0390625
train-s6338,"生殺与奪の権力を持つ二世部長は,一定の“チャレンジャー期間”を設け,二世を謙虚にさせるという。",16,言う,いう,29,30,3.671875,14.4921875,8.34375
train-s6341,お店の中にはアクアリウムがあって、それを眺めながら食事のできる個室に入りました。,13,入る,入り,21,24,9.484375,9.42041015625,10.8203125
train-s6342,大型自動二輪免許を持っている。,2,持つ,持っ,7,10,4.109375,19.86328125,4.92578125
train-s6343,8月24日にはISSへの物資補給船を搭載したソユーズの打ち上げが失敗したため、ISSに飛行士を送り込む計画が延期され、帰還予定日が16日から22日に変更された。,26,変更,変更,48,52,0.97216796875,1.6748046875,1.740234375
train-s6346,生徒たちが最初に集められているシェルターで行われる。,8,行う,行わ,12,14,9.2265625,15.48828125,8.5703125
train-s6347,以後年末のニスモフェスティバルで、デモ走行が何度か行われている。,4,行う,行わ,14,18,2.931640625,2.123046875,2.24609375
train-s6348,上述のマジカル多数決との違いは、マジカル多数決がパネラー間で多数派を予想するのに対し、当クイズは視聴者間の多数派を予想するところにある。,18,有る,ある,41,42,0.261474609375,4.546875,0.8359375
train-s6349,やられたときにまれに「ヤラレチャッタ」と発したり、アイテムのハンマーを持つと動きがカクカクになったりと随所に原作ネタが盛り込まれている。,14,盛り込む,盛り込ま,36,40,2.263671875,2.87109375,3.6591796875
train-s6351,"基本的に登録用紙と団体の会則などの書類が整っていれば承認するものであり,端からボランティアを悪用する団体があるとは考えていないようであった。",18,考える,考え,35,43,1.5068359375,0.8095703125,2.59375
train-s6353,"そういう不自然で不健全なノリではなく,どの国の人に対しても平等に,そしてごく当たり前のように,“習慣が違うんだから,日本での生活に必要以上の不便がないようになんか考えましょう”と言ってあげられる社会になればいいのに,と思います。",26,思う,思い,72,74,1.9501953125,16.5703125,1.712890625
train-s6359,このときに負けた番組の司会者が勝った番組に解答者として出演するという賭けをしていた。,12,為る,し,26,30,4.6796875,3.880859375,2.783203125
train-s6360,1866年春、弟ニコライとともに、夏宮殿の庭園を散策する皇帝アレクサンドル2世に同行していたところ、革命家ドミトリー・カラコーゾフによる皇帝暗殺未遂事件に遭遇している。,12,遭遇,遭遇,42,46,1.978515625,0.75341796875,2.888671875
train-s6361,一方アルザス集団はさらに西にあるシャロン=アン=シャンパーニュまで後退を続けた。,2,続ける,続け,17,19,6.16015625,6.04296875,6.23046875
train-s6362,これはハートランドへの入り口になっており、満州、華中、インド半島、イラク、黒海、ポーランドなどの回廊地帯が列挙できる。,2,列挙,列挙,29,31,10.90625,7.08203125,8.8828125
train-s6367,膜貫通タンパクを膜に固定するペプチドドメインも同じ役割を持っている。,11,持つ,持っ,15,18,3.30078125,20.05859375,4.7890625
train-s6368,というのも、乗り換え客の中には途中でこのような商店街に立ち寄る人も非常に多く、駅が移設してしまうとこのような客がいなくなる恐れがあったからである。,14,有る,あっ,44,49,1.6884765625,3.0234375,4.48828125
train-s6369,ストラスブール大学で、神学博士・哲学博士を取得する。,2,取得,取得,11,13,2.7578125,1.5966796875,5.00390625
train-s6371,2008年春に再策定されたGDEとRDの活動方針では、加速器についてはRDRをさらに深化し、コスト面の圧縮と技術リスクの低減を図ったTechnical Design Reportを、測定器については加速器のビーム衝突点近傍の設計と整合をとりつつ、二台の相補的特性をもった測定器システムのDetailed Baseline Reportを、それぞれ2012年終わりまでに完成する、とされている。,44,為る,さ,97,101,3.19921875,2.208984375,3.275390625
train-s6374,また、東京の司教区とケルンのそれとの間の日独の交流にも尽力し、ヨアヒム・マイスナー枢機卿から、ケルン司教区の初代司教マーテルヌスの名を冠した栄誉牌を授与されその行為を讃えられた。,11,称える,讃え,51,54,2.287109375,2.68896484375,1.48583984375
train-s6380,オリジナルメンバーは全員九州出身で、リーダーの内山田以下、薄い頭髪とメガネがトレードマークの宮本悦朗、厳つい顔立ちながら南州太郎のモノマネで笑わせた小林正樹、美男の岩城茂美に小柄な森本繁と、個性豊かなメンバーが揃っていた。,27,揃う,揃っ,54,58,0.97998046875,6.73681640625,2.76220703125
train-s6381,秋葉原に店舗を出店しており、パソコン関連商品から、生活雑貨、輸入雑貨、家電、キャラクターグッズ、食品まで、幅広いジャンルの商品を扱っており、秋葉原最安値の店として知られている。,23,知る,知ら,46,50,3.607421875,6.015625,6.22265625
train-s6382,更にコンサートの後援会社も捏造した疑惑が持ち上がった。,2,持ち上がる,持ち上がっ,12,14,4.15625,13.4375,5.2900390625
train-s6384,2001年1月以来ブログを始めており、後にYou Tubeのビデオブログに移行した。,10,移行,移行,20,23,4.8125,3.2578125,5.85546875
train-s6386,大和時代に入り朝廷が勢力を拡大する中、抵抗する土着の神を持つ民を排除し、狐と呼んで蔑視していた。,22,蔑視,蔑視,29,34,5.689453125,4.5380859375,6.439453125
train-s6390,ただしビジターチームはホームチームよりも先に交代を終えなければならない。,2,終える,終え,13,18,9.4609375,8.9140625,6.87109375
train-s6394,なお、古示現流の開祖とも言われるが、古示現流が示現流や小示現流と混同されることもあってか、時貞の弓馬術や砲術ほど知られていない。,14,知る,知ら,41,46,5.671875,6.01953125,7.6015625
train-s6397,"たとえば,反サイエントロジー集団サイエントロジーをおちょくるマンガ本を売っていました。",5,売る,売っ,12,17,6.5859375,6.2265625,9.904296875
train-s6400,また学生時代は「教科書に漫画がついていたから」という理由で日本史・中国史を好み、秋田遠征時には記者と久保田城についての話で盛り上がったという。,19,言う,いう,47,48,1.267578125,4.21875,1.06640625
